code,product_name,ingredients_text
3518646028366,Lip care,cyicoy
7319470058071,,"Rep:01-800
Ingredientes: Aqua, Glycerin, Caprylic/Capric Triglyceride,
Myristyl Myristate, Alcohol Denat., Dimethicone, Cetearyl
Alcohol, Glyceryl Stearate Citrate, Octyldodecanol, Glyceryl
Glucoside,Tocopheryl Acetate, Sodium Carbomer,Ethylparaben,
Methylparaben, Phenoxyethanol, Parfum."
7290016664546,moroccanoil,"ge
DNENTS: DIMETHYL ETHER SD ALCOHOL 40-B (ALCOHOLDENAT
QAWATER BUTYLENE GLYCOL
ALANOETHYL METHACRYLATE COPOLYMER ARGANIA SPINOSA ARG
OI ACHILLEA MILLEFOLIUM (COMMON YARROW) EXTRACT
MMACULATUM (SPOTTED CRANESBILL) EXTRACT LENTINUS EDOS
NE MUSHROOM) EXTRACT ROSMARINUS OFFICINALIS (ROSEMA
EXTRACT SALVIA OFFICINALIS (SAGE) LEAF EXTRACT PARA
CE PEG-40 HYDROGENATED CASTOR OIL AMINOMEL
PANTHENOL CETEARAMIDOETHYLDIETHONIUM 0
LZED PEA PROTEIN GLYCERIN TOCOPHERYL ACETATE PPG-12
METHICONE HYDROXYPROPYL METHACRYLATE BENZOICACIO LINALOL
SOMETHYL IONONE. MOPDO1
OCTYLACRYLAMIDE/ACRYLATE
EXTREMELY"
3107420366406,perfecta rohto,"Indicaciones: Solo para uso externo. Evite el contacto con los ojos.
INGREDIENTES: Aqua, Hydrogenated Polydecene, Glycerin, Sodium Hyaluronate, Dimethicone/Vinyl Dimethicone
Crosspolymer, Silica, Cichorium Intybus Root Oligosaccharides, Caesalpinia Spinosa Gum, Acetyl Heptapeptide-9
Colloidal Gold, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Polyglyceryl-3 Diisostearate, Hydroxvace-
tophenone, Phenoxyethanol, Disodium EDTA, BHA, Sodium Hydroxide, Parfum, Mica, Cl 77891, Tin Oxtae
cabelinos 2507. Renca, Santiago the"
821055050297,ISOSOURCE,"Nés de la mer, les soins Isomarine VOUS offrent tous les bienfaits du milieu marin. Gorgés de minéraux et d'oligo-éléments, ils apportent à votre corps beauté et bienêtre. Plongez dans l'univers Isomarine, le meilleur de la mer. Formule hyperactive, gorgée de magnésium marin et d'acide hyaluro - nique, pour hydrater* intensément et repulper la peau. Ses actifs ciblés renforcent instantanément la fonction barrière et l'aide à retrouver l'apparence d'une peau en santé. Elle est fortifiée, lissée, le teint est lumineux Application: 1the étape de la routine beauté quotidienne. Matin et soir, appliquer l'ensemble du visage, du cou et du décolleté. Appliquer ensuite le sérum et la crème Isomarine habituels. pleine petite quantité quantité sur une &quot;les couches supérieures de l'épiderme. INGREDIENTS AQUA (WATER/EAU) - GLYCERIN BUTYLENE GLYCOL SODIUM PCA-PENTYLENE GLYCOL TREHALOSE-MARIS SAL [SEA SALT/ SELMARIN-SACCHARIDE ISOMERATE-SODIUM HYALURONATE-ENANTIA CHLORANTHA BARK EXTRACT OLEANCUIC ACID 1,2HEXANEDIOL BENZYL ALCOHOL PPG-26-BUTETH 26 - PARFUM (FRAGRANCE) CI42053 (GREEN 3)-PEG-40 HYDROGENATED CASTOR OIL LACTIC ACID CITRIC ACID SODIUM CITRATE. 573 SO112 XANTHAN GUM SODIUM BENZOATE www.isomarine.com Bretagne Cosmétiques Marins - ISO4V029 29880 PLOUGUERNEAU FRANCE"
42367178,,"Aqua (Water, Eau Ceteareth-25 Glycerin PEG-7 Ghyany Gona - hopylene Glycol - Phenaryethanol-Parfum (Fragrance) · Citric Add - Etykeripnh Geraniel-Linalool-Benzyl Alcohel P POMADA SÓLIDA"
7166100104,Fruit of earth,"NGREDIENTS: Aqua (Water, Mineral ON, Aloe Barbadensis Leaf Juice, Clyceryl Stearate, Cetyl Alcohol, Stearic Acid, Propylene Cycol, Stearyl Alcohol, Soluble Collagen, Hydrohzed Elastin, Tocopheryl Acetate (Vitamin B, Squalane, Titicum Vulgare (Wheat) Cem Oil, Helianthus Amaus (Sunfower) Seed Ol, Sesamum Indicum Sesame) Seed Oil, Retiny/ Palmitate (Mtamin A, Dimethicone, CoCON Nuciera (Coconut) OI, Cabomer, Tiethanckamine, Propydene Clycol, ylparaben, *** Diazolidingl Urea, Methy Propolparaben, Parfum (Fragrance. NO ANIMAL TESTING ww.fote.com W 1139EO"
3661596986542,,"i NGREDIENTS: AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE CAMIDE DEA, COCO-GLUCOSIDE, PARFUM, PEG-12 DIMETHICONE, SODIM FLOWER EXTRACT, PE4 DISTEARIT ANTHENOL, CHAMOMILLA RECUTITA ENOXYETHANOL, BENZYL ALCOHOL, DISTEARYL ETHER, SODIU ARGANAMP SHEABUTTERAMPHOACETATE, CHLORPHENESIN, AMODIN THCONE, TE ALPHA-ISOMETHYL IONONE, HYDROXYISOHEXYL 3-CYCLOHE NE CARBOTA MONENE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, DICA LYL ETHER CINNAMAL, CETRIMONIUM CHLORIDE, TRIDECETH-12, CI 60730 HPPY CURL 5e Salvador Allende HO TOMBLAINE erasoin.com aboutiqueducoiffeur.com"
3401548142486,homéodent,"AQUA, HYDROGENATED STARCH HYDROLYSATE, SILICA, XYLITOL, SODIUM LAURYL SULFATE, ALCOHOL, XANTHAN GUM, AROMA (arômes chlorophylle et anis), SODIUM MONOFLUOROPHOSPHATE, CI 77891, CALENDULA OFFICINALIS EXTRACT. HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT, COMMIPHORA MYRRHA GUM EXTRACT. SODIUM BENZOATE, SODIUM FLUORIDE, SODIUM HYDROXIDE, POTASSIUM CHLORATE. EUGENOL. Arôme chlorophylle. Contient du monofluorophosphate de sodium et du fluorure de sodium (1450 ppm de fluor). Dentifrice pour adultes et enfants de plus de 6 ans. Dentifrice - Tube de 75ml 12M BOIRON 2 avenue de l'Ouest Lyonnais 69510 Messimy - France * 3 4 0 15 4 8 14 2 4 8 6 *"
7630028616025,Zahnpasta,"Hydrogenated Starch Hydrolysate, Aqua, Hydrated Silica, Sodium Coco-Sulfate, Sodium Monofluorophosphate, Aroma, Cellulose Gum, Dicalcium Phosphate, Sodium Saccharin, Sodium Hydroxide, CI 77891. RDA ca. 50, Fluorid: 1400 ppm. Enthält Natriummonofluor - phosphat. Für Kinder unter 6 Jahren nicht geeignet. Contient du monofluorphosphate de sodium. Ne convient pas aux enfants de moins de 6 ans. Made in Switzerland Mibelle Group Mibelle AG, CH-5033 Buchs Info-Tel. CH-0800 812 300 Migros France SAS, F-74160 ArchampS www.migros.ch MIGROS e75 m 5141.46 MGROS Min estens haltbar bis Ende data A utir de préférence avant fin. Da use preferibilmente entro fine www.lilibiggs.ch"
854296004675,naturally friendly hello fluoride free toothpaste kids,"sorbitol (humectant), hydrated silica (polishes and cleans teeth), purified water, vegetable glycerin (soothes and moisturizes), aloe vera gel (soothes and moisturizes), xylitol (sweetener), erythritol (sweetener), natural flavor (yum), xanthan gum (thickener), lauryl glucoside (coconut/palm and corn derived cleanser), calcium glycerophosphate (mineral), titanium dioxide (mineral), potassium sorbate (maintains stability) and stevia rebaudiana leaf extract (sweetener), use: helps remove plaque with regular brushing, directions: brush teeth thoroughly to clean and help remove plaque, preferably after each meal or at least twice per day, or as directed by a dentist or physician, children under 6 years use only a pea-sized amount and supervise child's brushing and rinsing, safe for all ages, kids to adults, also appropriate for training, twist off cap to remove foil seal, do not use if safety seal is missing or broken, let's be globally sourced ingredients   made in the usa, rock on, friends, hello products are leaping bunny certified, never tested on animals   vegan, our tubes are bpa-free bye   contain no phthalates, bonus, 100% recyclable paperboard"
1959,glister,"AMWAY glisterTM dentifrico multi-accion con fluoruro &quot; ayuda a blanquear los dientes &quot;
ayuda a combatir ias caries
ayuda a eliminar la placa
ayuda a limpiar sin
danar
ayuda a refrescar el aliento
CONTENIDO NETO: 60 g
La formula REMINACTTM ayuda a la remineralizacion del esmalte de los dientes, ayudando a hacerlos mas fuertes y mas resistentes a las caries. &quot;Con el cepillado regular la pasta dental Glister mult-
accion con fluor remueve la placa y elimina las manchas"
302993918080,ceptapjil,"water, glycerin hydrogenated polyisobutene ceteareth-20, cetearyl alcohol persea gratissima (avocad010 tocopheryl acetate (vitamine dimethicon sodium levulinate sodium anisate capry glycol benzyl alcohol panthenol(vitam b5), stearoxytrimethylsilane stearyl alcohol citric acid, acrylates/c10-30 aukyl acrylate crosspolymer"
3283770511137,Solution Hydro-Alcoolique,"ETHANOL-GLYCEROL - PEROXYDE D'HYDROGÈNE
DISTILLERIE ISAUTIER CHEMIN FREDELINE 97410 SAINT-PIERRE
DATE DE FABRICATION/DLUO/ NP DE LOT:voir sur le contenant"
7702031280330,Lubridem,"TULeger uCI culor CxCCovo y tu tuz direCla. Usar preferentemente anta
fecha impresa en el empaque / envase. Ingredientes: Aqua, Glycerin, Paraffinum
Liquidum, Isopropyl Palmitate, Glyceryl Stearate/PEG-100 Stearate, Petrolatum
Dimethicone, Stearic Acid, Stearyl Alcohol, Phenoxyethanol, Butyrospermum Parki
Butter, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin,
Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Parfum
(Alpha-Isomethyl lonone, Citronellol), Disodium EDTA. Fabricado y Exportado por:"
10181043352,Cocoa Butter Formula,"Aqua, Theobroma Cacao Extract, Petrolatum, Propylene Glycol Stearate, Cetyl Alcohol, Cocos Nucifera Oil, Propylene Glycol, Glyceryl Stearate, Glycerin, Paraffinum Liquidum, Theobroma Cacao Seed Butter, Elaeis Guineensis Oil, Dimethicone, Tocopherol, Helianthus Annuus Sunflower Seed Oil, Ascorbyl Palmitate, Retinyl Palmitate, Hydroxyethylcellulose, Behentrimonium ate, Stearalkonium Chloride, PEG-8 Stearate, Myristyl Alcohol, col, Sodium Acetate, Parfum, Cellulose, Stearyl Alcohol, Ethylhexylglycerin, C19140, A15510, Benzyl Alcohol. inst animal testing. Drug Co., Inc. NJ 07632 U.S.A. Company S.A.S. 2. ance A Lid., FL U.K. etics (RSA), e, Durban Towne Drug Co., Inc. Awith domestic and components NO29 almers.com tof 4 dermatologists mend Palmer's when mending cocoa butter. 12 M"
3401353790049,BIODERMA,Ohne parafum Zieht zück standslos ein Ohne parabene
302993914167,Cetaphil DailyAdvance Lotion,"water, glycerin, hydrogenated polyisobutene, cetearyl alcohol, macadamia integrifolia seed oil (macadamia nut oil), butyrospermum parkii (shea butter), cyclopentasiloxane acrylates/c10-30 alkyl acrylate crosspolymer, sodium polyacrylate, phenoxyethanol, tocopheryl acetate (vitamin e) ceteareth-20, stearoxytrimethylsilane, stearyl alcohol, benzyl alcohol, farnesol, sodium pca, panthenol - (vitamin b5), dimethiconol, citric acid, sodium 7, hydroxide"
381519055058,,"cuitt ingredients/ingrèdienater/eau, sodium laureth sulfate, sodium lauryl sulfate, cocamid opyl betaine, citric acid, maize mays (corn) silk extract, rosa centifolia flower extract, passiflora incarnata fruit extract, fragrance/parfum, sodium citrate, sodium xylenesulfonate, cocamide mea, sodium chloride, sodium benzoate, tetrasodium edta, guar hydroxypropyltrimonium chloride, linoleamidopropyl pg-dimonium caloride phosphate, methylchloroisothiazolinone, methylisothiazolinone, red 33 red 4, yellow 10, ounotin"
7909189145713,Crema para manos banana revitalizante,"UN LUGAR FRESCO, JLUU
NGREDIENTES: AQUA, GLYCERYL STEARATE SE, PARAFFINUM LIQUIDIN
LYCERIN, CETYL ALCOHOL, DIMETHICONE, PHENOXYETHANOL, PARFIM
DISOD UM EDTA, CAPRYLYL GLYCOL, CARBOMER, POTASSIUM HYDROMDE
POLYGLYCERYL-3 CAPRYLATE, TOCOPHERYL ACETATE, HYDROLY
MLK PROTEIN, MUSA SAPIENTUM (BANANA) FRUIT EXTRACT, BEN
SALICYLATE, HYDROXYCITRONELLAL
AVON SA"
3222476987297,Eau démaquillantte Micellaire,"AQUA', LAVANDULA ANGUSTIFOLIA FLOWER WATER*1, PROPANEDIOL', POLYGLYCERYL-4 CAPRATE', BENZYL ALCOHOL?, LEVULINIC ACID', SODIUM GLUCONATE', AROMA', GLYCERIN, SODIUM LEVULINATE', SODIUM HYDROXIDE', CITRIC ACID', SODIUM BENZOATE?, POTASSIUM SORBATE?, EXTRACT*1, LIMONENE'. 1:origine naturelle. 2: origine synthétique. PRUNUS ARMENIACA FRUIT *ingrédients issus de l'Agriculture Biologique."
7898908026054,noticia,"epues/Preduciones: Manter em lugar fresco, ao abrigo de luz intensa e fora do alcance de criancas.N
de antato acidental com os olhos, enxaguar abundantemente com agua. Se houver iritac�o, susp
Com nedico.Mantener en lugar fresco, al abrigo de la luz intensa y fuera del alcance de los ninQs. No in
TETS los ojos lavelos con agua abundantemente. Si aparece irritacion, suspender el uso y acdr
UDIUMpOsicion: SODIUM TALLOWATE, CALCIUM CARBONATE, AQUA, GLYCERIN, SODIUM CHLORIL
ANIMM HYDROXIDE. ETIDRONIC ACID. DISODIUM DISTYRYLBIPHENYL DISULEONATE BR
Modo de Usar/Forma de Uso: Uso Externo/Emprego extermo.
Bel
alidade@tecbel.com.br
he: www.tecbel.co
(3420
SAC
S09"
4260633190165,dental delight,"Sorbitol, Aqua,
Hydrated Silica, Propylene
Glycol, Disodium Pyrophos-
phate, Tetrapotassium
Pyrophosphate, Sodium C14-16
Olefin Sultonate, Aroma,
AlumiFa, Cellulese Gum,
Menthal Sodiom Fluoride,
Allantan Sohtin Saccharin,
Linaloot, Cz
3360. CI 74160"
8008843011032,aloedermal solar,"Aqua, Ethylhexyl Methoxycinnamate, Diethylamino
Hydroxybenzoyl Hexyl Benzoate, Aloe Barbadensis Leaf Juice, Dibutyl
Adipate, Glycerin, Titanium Dioxide (nano), Bis-ethylhexyloxyphenol
Methoxyphenyl Triazine, Ethylhexyl Triazone, Coco-caprylate, Potassium
Cetyl Phosphate, Microcrystalline Cellulose, Diethylhexyl Carbonate,
Lauryl Glucoside, Polyglyceryl-2 Dipolyhydroxystearate, Mucuna
Pruriens Seed Extract, Maltodextrin, Caprylyl Glycol, Cetearyl Alcohol,
Vp/eicosene Copolymer, Butyrospermum Parkii Butter, Aluminum
Starch Octenylsuccinate, Phospholipids, Argania Spinosa Kernel Oil,
Tocopheryl Acetate, Trimethoxycaprylylsilane, Caprylhydroxamic Acid,
Disodium Edta, Sodium Hydroxide, Silica, Parfum."
310158830573,Sensodyne Pronamel Gentle Whitening,"potassium nitrate 5%, , sodium fluoride 0,25% (0,15% w/v fluoride ion), inactive ingredients water, sorbitol, hydrated silica, glycerin, peg-8, cocamidopropyl betaine, flavor, titanium dioxide, xanthan gum, sodium saccharin, sodium hydroxide"
5425021090222,gel douche au lait d'ânesse,"INCREDIENTS-INGREDIENTEN: kqua, Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Coco-Glucaside dyceryl Oleate, Donkey Milk, Acrylates/Paimeth-25 Acrylate Copolymer, Partu Ciric Acid, Titanium Dioxide, DMDM Hydantoin, Benzoic Acid, Tetrasodium EDTA nydroxide, Tocopherol, Hydrogenated Palm Glycerides Citrate MADE IN BELGIUM By LAsintrit Du PaYS 7911 Frasnes-lez-Buissenal - Belgium www.anesetsens.be Ânes&Sens - Château des Mottes3 DES COLLINES 222"
7702026178901,nosotras,"Cada jabon intimo
contiene: Ingredientes: Agua"
7798187659571,crema para manos y cuerpo,"alg
al medico. Producto no formulado para su
Uso en ninos. Composicion: Aqua"
3595890248078,clearskin soin imperfections,"INGRADIENTS Aqua, Diethylnery Calbonate, Glycerin. Dimethicone, Sorbiol. Cellulose. Cetyl Dimethicone, Bis-PEG/PPG-16/16 PEG/P PG-16/16 Dimethicone. Perlite, Hydrolyzed Hyaluronic Acid, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Sarcosine, Polysorbate 80, Glycéryl Stearate, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Butylene Glycol, Pentylene Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Sodium Hydroxide, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Phenoxyethanol, Sodium Benzoate, Parfum, CI 14700."
3499320003766,cetaphil crème hydratante,"INGREDENTS: AQUA, GLYCERIN, PETROLATUM, DICAPRYLYL ETHER, DIMETHICONE, GLYCERYL STFARATE En OL PEG-30 STEARATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BENZYL ALCOHOL BHI DRIS ODUMEDTA, METHYLPARABEN, PHENOXYETHANOL, PROPYLENE GLYCOL, PROPYLPARABEN PRASAE HOROKIDE, TOCOPHEROL, TOCOPHERYL ACETATE."
76828046728,wet ones,"when using this product do not get into eyes. if cr ntact oco glycol, dihydroxypropyl peg-5 linoleammonium call 1-866-wet-111s"
72140020491,Eucerin Advanced Repair Cream,"water, glycerin, urea, cetearyl alcohol, hydrogenated cocoglycerides, octyldodecanol, caprylic/capric triglyceride, butyrospermum parki (shea) butter, sodium lactate, glyceryl stearate se, ceramide np, lactic acid, arginine hci, glycine, alanine, carnitine, sodium pca, carrageenan, cholesterol, helianthus annuus (sunflower) seed oil, tapioca starch, dimethicone, pentylene glycol, phenaxyethanol, decylene glycol, acrylates/c10-30 alkyl acrylate crosspolymer, sodium cetearyl sulfate, sodium chloride. caution: keep out of reach of children. for external use only. avoid contact with eyes. discontinue use if irritation occurs. questions? comments? 1-800-227-4703"
3504105028428,huile de massage,"HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, PERSEA GRATISSIMA (AVOCADO) OIL, PARFUM (FRAGRANCE), PUNICA GRANATUM SEED OIL, TOCOPHEROL Vente réservée aux distributeurs agréés. For sale only through select re HULE DE H"
54402270936,hemp lotion,"water (aqua), glycerin, caprylic/capric triglyceride, cetyl alcohol, propylene glycol, caprylic/capric/myristic/stearic triglyceride, peg-100 stearate, glyceryl stearate, butyrospermum parkii (shea butter), sorbitan palmitate, dimethicone, vanilla planifolia fruit extract, ananas sativus (pineapple) fruit extract, tocopheryl acetate, panthenol, cannabis sativa (hemp) seed oil, hydrolyzed jojoba esters, pyrus malus (apple) fruit extract, rubus idaeus (raspbarry) fruit extract, pimpinella anisum (anise) fruit extract us armeniaca (apricot) fruit extract, lavandula asolla (lavender) flower/leaf/stemn extract, rose ex e barbadensis leaf juice, retinyl palmitate, carb disodium edta, hdi/trimethylol hexyllacton crosspolymer, sodium hydroxide, jojoba est acid, fragrance (parfum), benzyl alcohol, li coumarin, hexyl cinnamal, benzyl cinnama caprylhydroxamic acid, potassium sorbate s benzoate, yellow 5 (ci 19140), yellow 6 (cl 155 juic 2016 ausioa c"
5010123725099,Calpol SixPlus Fastmelts,"each orodispersible tablet contains 250 mg paracetamol, also contains mannitol (e421) and aspartame (e951). this medicine does not j'a'"
7804659890103,raytan,"proteccion contra las quemaduras solares y los danos a la
fciente espectro de filtros UVUVB que otorga una alta
indo esta expueeta al sol, con un
el en el largo plazo.
Modo de Uso: Aplicar 30 minutos antes de la exposicion
Solar en cantidad suficiente (2 mg/cm2). Para mantener la
proteccion, repetir con frecuencia Ta aplicacion del producto,
necialmente despues de banarse, secarse con toalla,
SUdoracion intensa o exposicion prolongada al sol. Evitar
gUOntacto con los ojos y las mucosas.
Advertencia:
UN PROTECTOR SOLAR NO OFRECE PROTECCION
CONTRA LA INSOLACION.
INGREDIENTES: AQUA, ETHYLHEXYL METHOXYCINNAMATE, OCTOCRYLENE,
BENZOPHENONE-3, BUTYL METHOXYDIBENZOYLMETHANE, STEARIC ACID, CETEARYL
ALCOHOL (AND) GLYCERYL STEARATE (AND) PEG-40 STEARATE (AND) CETEARETH-20,
ACRYLATES COPOLYMER, PHENYLBENZIMIDAZOLE SULFONIC ACID, GLYCERIN,
PARAFFINUM LIQUIDUM, ISOPROPYL MYRISTATE, TRIETHANOLAMINE, TITANIUM DIOXIDE
PHENOXYETHANOL/ METHYLPARABEN I ETHYLPARABEN I PROPYLPARABEN
BUTYROSPERMUM PARK II BUTTER, ACRYLATES / C10-30 ALKYL ACRYLATE CROSSPOLYMER,
ALUMINA,
MANGANESE DIOXIDE, DIMETHICONE, C-12-15 ALKYL BENZOATE,
BUTYLPARABEN, B.H.T., EDTA.
Fabricado por Laboratorio Arensburg S.A.I.C. &quot; Los Limoneros :
STT Macul ylo Laboratorio Dukay S.A El Taqueral 454 &quot; Lampa :
Sentiago Chile Para INDUSTRIAL SUPPLIER LTDA.&quot; Santa
1056 Quinta Normal &quot; Reg. I.S.P. 1218C-4/12 &quot; e: 120 ml
motedo por ATUX PERU E.I.R.L. &quot; Jiron Elias Aguirre N� 141
ER08-Mirafiores Lima Peru &quot; N.S.O.: NSOC15319-13PE/
tadoy Distribuido por SECUPROHI S.A. &quot; Mariano Cardenal
TH-Quto Ecuador/Importado y Distribuido por BIOPROOF
S 8P) Avenida Cra 19 N� 95-31, Edificio Torre Platino,
50 Bogota Colombia / Importado y Distribuido por i
ions Selectos Via ESpana y Calle 11 1/2 &quot; Edificio
hectos N� 17 Ciudad de Panama &quot; Panama.
aptond
EOL O 68"
3286017000074,Optima Solaire Bronzage et Teint Soleil,"Huile de carthame ; capsule (gélatine ; stabilisant : glycérol ; colorants : oxydes de fer rouge et noir) ; émulsifiant : mono et diglycérides d’acides gras ; complexe de caroténoïdes d’origine naturelle (extrait de _crevette_, algue Dunaliella salina et extrait de tomate) ; levure séléniée ; minéral : oxyde de zinc; vitamine E naturelle ; émulsifiant: lécithine de _soja_ ; vitamine B5 ; minéral: oxyde de cuivre."
3474630565630,,AQUA / WATER CETEARYL ALCOHOL BEHENTRIMONIUM CHLORIDE GLYCERIN• AMODIMETHICONE CETYL ESTERS ISOPROPYL ALCOHOL METHYLPARABEN • HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN BUTYLENE CHLORHEXIDINE DIGLUCONATE HELIANTHUS ANNUUS SEED OIL/SUNFLOWER SEED OIL GLYCERYL OLEATE • CETRIMONIUM CHLORIDE LINALOOL BENZYL ALCOHOL HYDROXYCITRONELLAL HEXYL CINNAMAL CITRONELLOL COUMARIN ALPHA-ISOMETHYL IONONE • GERANIOL PHENOXYETHANOL GLUCOSIDE • IRIS FLORENTINA ROOT EXTRACT GLYCERYL LINOLENATE • TOCOPHEROL ROSMARINUS OFFICINALIS EXTRACT/ ROSEMARY EXTRACT BHT • SODIUM CITRATE PARFUM/FRAGRANCE. C222800/1. TRIDECETH-6 GLYCOL GLYCERYL LINOLEATE SAFFLOWER
72140015107,eucerin eczema relief,"drug facts (continued) inactive ingredients water, glycerin, ricinus communis (castor) seed oil, mineral oil, cetyl alcohol, glyceryl stearate, caprylic/capric triglyceride, octyldodecanol, cetyl palmitate, peg-40 stearate, glycyrrhiza inflata root extract, ceramide np, 1,2-hexanediol, phenoxyethanol, piroctone olamine, caprylyl glycol, ethylhexylglycerin, benzyl alcohol, citric acid. questions or comments? 1-800-227-4703 nart # 6972"
74182473518,body wash,"aqua/water/eau, sodium laureth sulfate, acrylates crosspolymer-4, cocamidopropyl betaine, parfum/fragrance, citric acid, sodium chloride, sodium salicylate, sodium benzoate, sodium hydroxide, tetrasodium EDTA, zea mays (corn) oil, butyrospermum parkii (shea) butter, acacia senegal gum, gelatin, punica granatum fruit extract, mangifera indica (mango) fruit extract, mica, xanthan gum, titanium dioxide, red 40, ext. violet 2"
4057599003567,Claratyne hayfever allergy relief,contains lactose and sulfites
6009661511058,gynaeguard wash,"water (aqua), sodium cocoamphoacetate, decyl glucoside, cocamidopropyl betaine, citric acid, peg-6o almond glycerides, polyglyceryl-3 caprate, glycerin, propylene glycol, peg-55 propylene glycol oleate, sodium lactate, alpha-glucan oligosaccharide, polymnia sonchifolia root juice, lactobacillus, sodium caproyl lactate, triethyl citrate, tocopheryl acetate, maltodextrin, phenoxyethanol, capryly! glycol adcock ingram healthcare (pty) ltd, 1 new road, erand gardens, midrand, 1685 www,adcock,com customer care: 0860 adcock/232625, made in south africa p35312514-08/2019 18m"
50167623,femfresh,"aqua, sodium laureth sulfate, sodium chloride. cocamidopropyl betaine, calendula officinalis flower extract, aloe barbadensis leaf extract, glycerin, lactic acid, sodium lactate, triethyl citrate, parfum, maltodextrin, polyquaternium-39, dichlorobenzyl alcohol, sodium benzoate, potassium sorbate, sodium hydroxide, linalool, limonene, ci 14720, ci 15510."
13117040548,Bio baby,"Ingredientes: Agua destilada y purificada, 1,2 Dihidroxipropano grado USP, Cocoanfodiacetato
disodico, Extracto hidroglicolico de manzanilla, Aceite esencial de lavanda, Aceite esencial de
geranio, Aceite esencial de ylang-ylang, Acido 2 hidroxipropanoico, Sal disodica del acido
etilendiamino tetraacetico, Alcohol bencilico, Metildloroisotiazolinona y Metilisotiazolinona.
Consultas y Sugerencias: 800 71 222 79/tu_opinion@ontexglobal.com.mx"
4337185402951,Zahnpasta,"triphosphates, tetrápotassium pyrophosphates, sodium c14-16 olefin sulfonate, flavor, xanthan gum, charcoal powder, menthol, sodium fluoride, sodium saccharin, zinc chloride, contains sodium fluoride (1450 ppm fluoride), contains menthol, ase satisfaction guarantee! do you have any questions about bevola©? 0800/ 15 283 52 free of charge from the festival and mobile network, ont gmbh, schillerstr, 23-25, eislingen, germany 02 12m hdpe"
8710447428313,Signal 0-6,"Udcu dUI signa-zahnoflege de oder signal-net.ch INGREDIENTS Aqua, Hyrogenated Sarch Hydrolysate, Hydrated Slica PG-2 Sodum lauryl Sulfate, (elulose Gum Aroma, Sodum Saxcharin, Sodium fluornde. Benzyl Akohol, Limonene, 73360, 0 7891 lahnpasta. Enthält Natriumfluorid. (ontiant du fluorure de sodiu"
381371026586,Aveeno,"sem snyl methicone, silica, cetyl dimethicone, triethoxycaprylysla sppg-10/1 dimethicone, dimethicone, polyhydroxystearic acid, ym octyldodecyl citrate crosspolymer, phenyl trimethicone, caty her information • protect this product from excessive heat a smay stain some fabrics ingredients water, c12-15 alkyl benzoate, styrene/acn vi methicone, silica, cetyl dimethicone, triethoxycapnyhs phenoxyethanol, glyceryl behera sodium chloride, acrylates/ dimethicone copolymer, chlorphenesin, phenethyl  alcohal, avena sativa (oat) kernel flour, caprylyl glycol, cetyl dimethiconl bis-vinyldimethicone crosspoyn chrysanthemum parthenium (feverfew) flower/leaf/stem jice questions? 866-428-3366, outside us, 015 273-8755 811"
36800092822,top,"water, glycerin, hydrogenated polyisobutene, cetearyl alcohol, ceteareth-20, macadamia nut oil, dimethicone, tocopheryl acetate, stearoxytrimethylsilane, štearyl alcohol, panthenol, farnesol, benzyl alcohol, phenoxyethanol, acrylateś/c10-30 alkyl acrylate crosspolymer, sodium hydroxide, citric acid."
7310611049705,toothpaste,"aqua, sorbitol, hydrated silica, glycerin, propylene glycol, cellulose gum, sodium c14-16 olefin sulfonate, xylitol, aroma, titanium dioxide, disodium phosphate, sodium fluoride, citric acid, sodium saccharin, carbomer,"
16060003,,"fragrance non-comedogenic won't clog pores fragrance free to avoid fragrance irritation non-drying directions: wet skin with lukewarm water. massage cleanser into skin in a gentle, circular motion. rinse. avoid direct eye contact with eyes. if contact occurs, rinse thoroughly with water. 20215006v01 - ingredients: aqua/water/eau, cocamidopropyl hydroxysultaine, glycerin, sodium lauroyl sarcosinate, peg-150 pentaerythrityl tetrastearate, niacinamide, peg-6 caprylic/capric glycerides, sodium methyl cocoyl taurate, propylene glycol, ceramide np, ceramide ap, ceramide eop, carbomer, methylparaben, sodium chloride, sodium lauroyl lactylate, cholesterol, disodium edta, propylparaben, citric acid, tetrasodium edta, hydrolyzed hyaluronic acid, phytosphingosine, xanthan gum (code f.i.l. d234475/1) oslles 000909 e"
